victim_id,title,outlet,url
V1-0160,RCMP to probe 'in-custody' death; Taser  baton used on suspect in B.C. incident: [National Edition],National Post,https://www.proquest.com/canadiannews/docview/330749014/363168916189491FPQ/8?accountid=14771&sourcetype=Newspapers
V1-0356,Fatality inquiry into police shooting recommends more crisis intervention training for officers,Edmonton Journal,https://edmontonjournal.com/news/crime/fatality-inquiry-into-police-shooting-recommends-more-crisis-intervention-training-for-officers
V1-0234,VPD Clear Langley RCMP Officer in Fatal 2010 Shooting,Vancouver Sun,https://vancouversun.com/news/staff-blogs/vpd-clear-langley-rcmp-officer-in-fatal-2010-shooting
V1-0516,New Brunswick coroner's jury says 2020 police killing of Rodney Levi was a homicide,North Shore News,https://www.nsnews.com/national-news/new-brunswick-coroners-jury-says-2020-police-killing-of-rodney-levi-was-a-homicide-4497885
V1-0618,Montreal family wants answers after loved one dies following police intervention,Global News,https://globalnews.ca/news/11146235/montreal-family-answers-police-intervention-death/
V1-0198,Police claim no choice but to shoot in fatal 2009 shooting,CityNews,https://calgary.citynews.ca/2011/11/21/police-claim-no-choice-but-to-shoot-in-fatal-2009-shooting/
V2-0786,Halifax Police treating death of inmate as homicide,The Globe and Mail,https://www.theglobeandmail.com/news/national/halifax-police-treating-death-of-inmate-as-homicide/article1147496/
V1-0652,Ontario man  18  shot dead by police after teen stabbed in 'domestic violence' case: watchdog,Global News,https://globalnews.ca/news/10628708/london-ontario-intimate-partner-violence-police-shoot-man/
V1-0532,SIU working to identify man killed by police in Niagara-on-the-Lake,The Toronto Sun,https://torontosun.com/news/provincial/man-shot-dead-by-police-in-niagara-on-the-lake
V2-0718,RCMP to face suit in B.C. in-custody death,CBC,https://www.cbc.ca/news/canada/british-columbia/rcmp-to-face-suit-in-b-c-in-custody-death-1.1216130
V2-0763,Pulling the plug on Taser deaths; Including a camera on the electric- shock weapon would help clear up questions on its use,Montreal Gazette,https://www.proquest.com/canadiannews/docview/434558495/DAB282DB47754EEEPQ/19?accountid=14771&sourcetype=Newspapers
V2-0823,Man dies after being taken from P.A. hospital to jail cell,Prince Albert Daily Herald,https://www.proquest.com/canadiannews/docview/2003151457/EB066E4B994267PQ/25?accountid=14771&sourcetype=Newspapers
V2-0765,Old case to guide probe of RCMP,CBC,https://www.cbc.ca/news/canada/edmonton/old-case-to-guide-probe-of-rcmp-1.996920
V1-0176,Vigil demands justice ; Family wants inquest into shooting death,Ottawa Sun,https://www.proquest.com/canadiannews/docview/2211770911/29DE5D32EBEF4598PQ/224?accountid=14771&sourcetype=Newspapers
V2-0849,Mother calls for strict sentence in son's 2016 death in Halifax jail cell,Lethbridge News Now,https://lethbridgenewsnow.com/2020/08/12/mother-calls-for-strict-sentence-in-sons-2016-death-in-halifax-jail-cell/
V1-0340,Officer who shot man in Surrey grocery store says he lunged at her partner,The Vancouver Sun,https://vancouversun.com/news/local-news/officer-who-shot-man-in-surrey-grocery-store-says-he-lunged-at-her-partner
V2-0801,Inquest looks into death after arrest in Kelowna,Global News,https://globalnews.ca/news/252323/inquest-looks-into-death-after-arrest-in-kelowna/
V1-0287,Inquest called into fatal police shooting near Brockville,Ottawa Citizen,https://ottawacitizen.com/news/local-news/inquest-called-into-fatal-police-shooting-near-brockville
V2-0691,Tuktoyaktuk  N.W.T.  needs ambulance  sobering centre  inquest hears,CBC,https://www.cbc.ca/news/canada/north/tuktoyaktuk-needs-ambulance-sobering-centre-inquest-hears-1.7340897
V1-0080,New trial ordered in Saanich police shooting death of mentally ill man,The Times Colonist,https://www.timescolonist.com/local-news/new-trial-ordered-in-saanich-police-shooting-death-of-mentally-ill-man-4574240
V1-0363,Family still seeks answers in fatal Surrey RCMP shooting of 20-year-old last July,The Province,https://theprovince.com/news/local-news/family-still-seeks-answers-in-fatal-surrey-rcmp-shooting-of-20-year-old-last-july
V2-0792,Nova Scotia woman left lying in her own urine in jail before she died,Winnipeg Free Press,https://www.winnipegfreepress.com/canada/2012/05/24/nova-scotia-woman-left-lying-in-her-own-urine-in-jail-before-she-died-review
V1-0477,Vigil held for 26-year-old shot by Winnipeg Police last Friday,Global News,https://globalnews.ca/news/4855297/vigil-man-shot-by-winnipeg-police/
V1-0180,Witness in fatal police shooting changes statement  delays start of long,Winnipeg Free Press,https://www.winnipegfreepress.com/breakingnews/2016/08/08/inquest-into-man-fatally-shot-by-police-2008-begins-today
V1-0290,Lethbridge police cleared over shooting Bhutanese man,CBC,https://www.cbc.ca/news/canada/calgary/lethbridge-police-cleared-over-shooting-bhutanese-man-1.1381161
V1-0408,Disturbing note found in home of man shot dead outside Canadian Tire  inquest hears,Global News,https://globalnews.ca/news/9250500/disturbing-note-daniel-rintoul-inquest-canadian-tire-shooting/
V2-0781,Man dies after being Tasered by police,Mississauga News,https://www.mississauga.com/news/man-dies-after-being-tasered-by-police/article_07b43f1f-2014-5580-b05a-5894631d1ab3.html
V1-0332,No charges against Peel police in death of Jermaine Carby,Toronto Star,https://www.thestar.com/news/crime/no-charges-against-peel-police-in-death-of-jermaine-carby/article_53cdbfcd-483a-531d-8476-9ff0a4c74f6f.html
V2-0890,Woman found dead in jail cell,Vancouver Sun,https://www.proquest.com/canadiannews/docview/1776770882/C726A0BED4C248B2PQ/164?accountid=14771&sourcetype=Newspapers
V1-0333,Peter de Groot named by police as suspected Slocan gunman,CBC,https://www.cbc.ca/news/canada/british-columbia/peter-de-groot-named-by-police-as-suspected-slocan-gunman-1.2794737
V1-0088,Coroner wants Chenery death to be probed,Prince Rupert Daily News,https://www.proquest.com/canadiannews/docview/357865191/5EEAF77600804313PQ/12?accountid=14771&sourcetype=Newspapers
V1-0624,'It's tragic': Woman dead after being hit by Winnipeg police cruiser in Fort Rouge Park encampment,CityNews,https://winnipeg.citynews.ca/2024/09/03/woman-killed-winnipeg-police-vehicle-fort-rouge-park/
V1-0335,Ottawa shooting: B.C. MLAs were warned of possible security threat,CBC,https://www.cbc.ca/news/canada/british-columbia/ottawa-shooting-b-c-mlas-were-warned-of-possible-security-threat-1.2808990
V1-0573,Family demands answers about alleged Montreal police shooting death of Ronny Kay,Global News,https://globalnews.ca/news/9293604/family-demanding-answers-about-alleged-police-shooting-death-of-ronny-kay/
V1-0544,B.C. man who survived two shooting attempts dead after being found with self-inflicted wounds: RCMP,Global News,https://globalnews.ca/news/8089874/man-dead-self-inflicted-injury-rcmp/
V1-0254,Judge finds RCMP justified in fatal Fort McMurray gunfight,Edmonton Journal,https://edmontonjournal.com/news/local-news/judge-finds-rcmp-justified-in-fatal-fort-mcmurray-gunfight
V1-0186,No criminal charges for officers involved in taser incident,Global News,https://globalnews.ca/news/28940/no-criminal-charges-for-officers-involved-in-taser-incident-2/
V1-0099,Commission rules officer justified in shooting death of Kevin St. Arnaud,Caledonia Courier,https://www.proquest.com/canadiannews/docview/373179474/A86B1543E8494E0CPQ/11?accountid=14771&sourcetype=Newspapers
V1-0454,Ontario inquest says 2018 fatal shooting of 19-year-old Quinn MacDougall a homicide,Global News,https://globalnews.ca/news/8681714/ontario-inquest-2018-shooting-quinn-macdougall-homicide/
V1-0598,Kitchener  Ont. family demands justice after SIU clears police in fatal shooting,CTV,https://www.ctvnews.ca/kitchener/article/kitchener-ont-family-demands-justice-after-siu-clears-police-in-fatal-shooting/
V2-0777,Family demands answers after man dies in Kamsack RCMP custody,SaskToday,https://www.sasktoday.ca/central/kamsack-times/family-demands-answers-after-man-dies-in-kamsack-rcmp-custody-10950694
V1-0170,Woman wouldn't drop knife  inquest told,CBC,https://www.cbc.ca/news/canada/saskatchewan/woman-wouldn-t-drop-knife-inquest-told-1.894377
V1-0626,Mountie charged after 2016 fatal pedestrian crash near Anzac,Edmonton Journal,https://edmontonjournal.com/news/crime/rcmp-officer-charged-after-2016-fatal-pedestrian-crash-near-anzac
V1-0489,Police officer involved in Nova Scotia shooting out of induced coma: SIRT,Global News,https://globalnews.ca/news/5756951/officer-involved-in-shooting-out-of-coma/
V1-0586,Boden Umpherville's family advocating to fix 'skewed relationship' with Prince Albert police,Prince Albert Daily Herald,https://paherald.sk.ca/bodens-umphevilles-family-advocating-to-fix-skewed-relationship-with-prince-albert-police/
V1-0204,Elmvale man's family disturbed by officer's \"lawyer-enhanced\" notes,Orillia Packet and Times,https://www.simcoe.com/news/elmvale-mans-family-disturbed-by-officers-lawyer-enhanced-notes/article_ec5e7c0e-4f82-5867-b58f-15e11255f831.html
V1-0440,Brydon Whitstone's family  FSIN call for new investigations following RCMP-involved fatal shooting,Saskatoon StarPhoenix,https://thestarphoenix.com/news/local-news/brydon-whitstones-family-fsin-call-for-new-investigations-following-rcmp-involved-fatal-shooting
V1-0560,What we've learned about the deadly shootout between 2 brothers and police in Saanich  B.C.,CBC,https://www.cbc.ca/news/canada/british-columbia/saanich-shootout-what-we-learned-1.6721683
V1-0188,Father's death deepens tragedy,Toronto Star,https://www.thestar.com/news/gta/fathers-death-deepens-tragedy/article_02076586-b0a7-519e-b1ec-bf0b04d3c57e.html
V2-0776,Inquest set 16 months after woman's death; B.C. Civil Liberties boss blasts long wait,The Province,https://www.proquest.com/canadiannews/docview/269595461/701C2F189D964378PQ/3?accountid=14771&sourcetype=Newspapers
V1-0022,Most people who died in police encounters in Sask. were Indigenous,CBC,https://www.cbc.ca/news/canada/saskatoon/most-people-who-died-in-police-encounters-in-sask-were-indigenous-1.4599366
V2-0945,Family's forgiveness 'like 10 000 pounds off my shoulders ' OPP officer tells Missen inquest,The Ottawa Citizen,https://ottawacitizen.com/news/local-news/911-inquest-continues-with-testimony-opp-officer
V2-0850,Date set for pandemic-delayed inquest into 2016 in-custody death of B.C. teen,Toronto Star,https://www.thestar.com/news/canada/date-set-for-pandemic-delayed-inquest-into-2016-in-custody-death-of-b-c-teen/article_9149992c-6f4b-5f37-afea-7ece25a52d2c.html
V2-0856,Inquest scheduled into woman's death while in Chilliwack police custody,The Chilliwack Progress,https://www.theprogress.com/news/inquest-schedulede-into-womans-death-while-in-chilliwack-police-custod-1881862
V1-0092,Police called racist; Professor backs up Dumas family,Winnipeg Sun,https://www.proquest.com/canadiannews/docview/2195555690/29DE5D32EBEF4598PQ/282?accountid=14771&sourcetype=Newspapers
V1-0641,Man killed during Toronto arrest shot himself: SIU,CTV,https://www.ctvnews.ca/toronto/article/man-killed-during-toronto-arrest-shot-himself-siu/
V1-0036,Biker's death 'good news' to ex-hostage: Hwy. 401 shooting victim took former police officer captive in '91,Ottawa Citizen,https://www.proquest.com/canadiannews/docview/240543221/CD3DF8020430499DPQ/4?accountid=14771&sourcetype=Newspapers
V2-0907,Inmate died at HMP by suicide  sources say,CBC,https://www.cbc.ca/news/canada/newfoundland-labrador/saturday-inmate-death-hmp-was-suicide-1.4730296
V1-0133,Wife of slain man questions Taser finding in Williams Lake inquest,CBC,https://www.cbc.ca/news/canada/british-columbia/wife-of-slain-man-questions-taser-finding-in-williams-lake-inquest-1.748328
V1-0301,SIU called in after man shot by cops,Toronto Sun,https://www.proquest.com/canadiannews/docview/2231407522/E0D3AFD47B7C42F5PQ/15?accountid=14771&sourcetype=Newspapers
V1-0017,Complaint process was fair,Prince Rupert Daily News,https://www.proquest.com/canadiannews/docview/357922248/C61D48D8FDCB41EEPQ/2?accountid=14771&sourcetype=Newspapers
V1-0085,Officer faced life-or-death struggle with mentally ill man,Vancouver Sun,https://www.proquest.com/canadiannews/docview/242196279/6BCF2D6F54124618PQ/2?accountid=14771
V1-0338,Edmonton police officer apologizes to family of man who died in police custody,Global News,https://globalnews.ca/news/4252493/edmonton-police-officer-apologizes-to-family-of-man-who-died-in-police-custody/
V1-0303,UPDATE: Police shooting inquest jury gives no recommendations,paNOW,https://panow.com/2014/09/12/update-police-shooting-inquest-jury-gives-no-recommendations/
V1-0218,Man shot by RCMP in North Vancouver dies,The Globe and Mail,https://www.theglobeandmail.com/news/british-columbia/man-shot-by-rcmp-in-north-vancouver-dies/article1207107/
V1-0654,Nova Scotia judge reserves sentencing decision in Halifax jail cell death case,CBC,https://www.cbc.ca/news/canada/nova-scotia/sentencing-decision-halifax-jail-cell-death-corey-rogers-1.5683935
V1-0051,Death of suspect in Hamilton poilice custody ruled an accident,Hamilton Spectator,https://www.proquest.com/canadiannews/docview/359810686/1D5846CBB5744680PQ/12?accountid=14771&sourcetype=Wire%20Feeds
V1-0273,Woman dies in Toronto police shooting,CBC,https://www.cbc.ca/news/canada/toronto/woman-dies-in-toronto-police-shooting-1.1000833
V2-0951,Prisoner had the shakes: Inquest,The Province,https://www.proquest.com/canadiannews/docview/1491021391/9D077CC38A9849F6PQ/7?accountid=14771&sourcetype=Newspapers
V1-0598,SIU will not charge WRPS officer who shot and killed Kitchener man,CBC,https://www.cbc.ca/news/canada/kitchener-waterloo/fatal-shooting-kitchener-wrps-officer-man-killed-nembhard-1.7242485
V1-0608,Blood Tribe member identified as man who died in Calgary police custody,Calgary Herald,https://www.proquest.com/canadiannews/docview/3109372983/A1239D9A97E0482BPQ/8?accountid=14771&sourcetype=Blogs,%20Podcasts,%20&%20Websites
V1-0029,Police kill gun-wielding man,Calgary Herald,https://www.proquest.com/canadiannews/docview/244496004/195049D257CD443EPQ/3?accountid=14771&sourcetype=Newspapers
V1-0407,As Toronto police mull more Tasers  man dies after CEW used,Toronto Star,https://www.thestar.com/news/crime/as-toronto-police-mull-more-tasers-man-dies-after-cew-used/article_ad1b1ca6-2618-5156-9506-181b98dab7ae.html
V1-0449,Couvrette's death ruled an accident; jury makes three recommendations,North Bay Nugget,https://www.nugget.ca/news/couvrettes-death-ruled-an-accident-jury-makes-three-recommendations
V2-0880,Coroner's inquest into 2021 death on George Gordon FN announced,SaskToday,https://www.sasktoday.ca/crime-cops-court/coroners-inquest-into-2021-death-on-george-gordon-fn-announced-7425568
V1-0027,Man run over by police dies,Ottawa Citizen,https://www.proquest.com/canadiannews/docview/240471644/EF182F438D3F4D06PQ/15?accountid=14771&sourcetype=Newspapers
V2-0884,Sask. government to hold inquest into death of woman found unresponsive in RCMP cell,CTV,https://www.ctvnews.ca/saskatoon/article/sask-government-to-hold-inquest-into-death-of-woman-found-unresponsive-in-rcmp-cell/
V1-0263,Peterborough officer was shot by police gun,CBC,https://www.cbc.ca/news/canada/peterborough-officer-was-shot-by-police-gun-1.1096191
V1-0315,Man Tasered by Montreal police dies in hospital,CBC,https://www.cbc.ca/news/canada/montreal/man-tasered-by-montreal-police-dies-in-hospital-1.2423309
V2-0784,Silverfox jail death ruling appealed,CBC,https://www.cbc.ca/news/canada/north/silverfox-jail-death-ruling-appealed-1.872151
V1-0535,P.A. Mountie handed 11-year jail sentence for fatally shooting lover,paNOW,https://panow.com/2024/06/18/p-a-mountie-handed-11-year-jail-sentence-for-fatally-shooting-lover/
V1-0657,Police watchdog probes death of man in Winnipeg Police custody,The Winnipeg Sun,https://winnipegsun.com/news/news-news/police-watchdog-probes-death-of-man-in-winnipeg-police-custody
V1-0026,Deadly force: It's a case of `lose  lose' when police take extreme action to end a violent situation,Saskatoon Star-Phoenix,https://www.proquest.com/canadiannews/docview/348557705/6394D4EAEDBD418APQ/10?accountid=14771&sourcetype=Newspapers
V1-0547,UPDATE: Police union responds to Quesnel RCMP shooting petition,Quesnel Cariboo Observer,https://www.quesnelobserver.com/news/petition-calls-for-action-against-police-officers-who-fatally-shot-quesnel-man-5802525
V1-0160,'Love' on his lips as he died,The Province,https://www.pressreader.com/canada/the-province/20091118/281565171845513
V1-0084,Man shot multiple times  inquest hears,CBC,https://www.cbc.ca/news/canada/saskatchewan/man-shot-multiple-times-inquest-hears-1.570402
V1-0421,RCMP officer who shot Sanirajak man tells inquest he feared for his life,CBC,https://www.cbc.ca/news/canada/north/jeremy-nuvviaq-inquest-sanirajak-rcmp-shooting-1.6369780
V2-0837,Better first aid training called for,Vancouver Sun,https://www.proquest.com/canadiannews/docview/1757188297/D8556BED2A64E5DPQ/5?accountid=14771&sourcetype=Newspapers
V1-0332,Jermaine Carby's family suing Peel police for $12 million,Mississauga News,https://www.mississauga.com/news/crime/jermaine-carby-s-family-suing-peel-police-for-12-million/article_1c73e228-b355-51d5-8d8d-ffc590dbb6a2.html
V2-0766,Man dies in Surrey RCMP holding cell,CBC,https://www.cbc.ca/news/canada/british-columbia/man-dies-in-surrey-rcmp-holding-cell-1.688379
V1-0088,Cop fired to save partner  court told: Officer shot man wielding knives 10 times in back: [FINAL C Edition],The Province,https://www.proquest.com/canadiannews/docview/269434447/5EEAF77600804313PQ/2?accountid=14771&sourcetype=Newspapers
V1-0615,Man shot dead by Winnipeg police after officer stabbed in throat,Global News,https://globalnews.ca/news/10886569/winnipeg-police-shooting/
V1-0083,Police chiefs launch Taser probe: Deadly incidents prompt 'unique' review,Kingston Whig-Standard,https://www.proquest.com/canadiannews/docview/352743309/8918D4395BD64E1APQ/37?accountid=14771&sourcetype=Newspapers
V2-0696,Inquest into 2019 Randy Wolfe death taking place in July,Global News,https://globalnews.ca/news/8933743/inquest-2019-randy-wolfe-death-july/
V1-0506,Lawsuit alleges RCMP misconduct in death of Whistler business owner,The Vancouver Sun,https://vancouversun.com/news/local-news/lawsuit-alleges-rcmp-misconduct-in-death-of-whistler-business-owner
V2-0775,Delay before prisoner found dead  inquest hears,Kingston Whig-Standard,https://www.proquest.com/canadiannews/docview/2210648358/C7336418B72C4435PQ/2?accountid=14771&sourcetype=Newspapers
V1-0145,Ont. man held pellet gun  knives before police shot him: witness,CBC,https://www.cbc.ca/news/canada/ottawa/ont-man-held-pellet-gun-knives-before-police-shot-him-witness-1.678604
V1-0012,Burnaby man dies in police car after bizarre behaviour,Vancouver Sun,https://www.proquest.com/canadiannews/docview/242708866/A773E5184F984802PQ/9?accountid=14771&sourcetype=Newspapers
V1-0425,Families criticizing Quebec's police watchdog for lack of transparency,The Globe and Mail,https://www.theglobeandmail.com/news/national/families-criticizing-quebecs-police-watchdog-for-lack-of-transparency/article37930729/
V1-0411,Calgary officer cleared in fatal 2016 shooting of woman with knife,Calgary Sun,https://calgarysun.com/news/crime/police-watchdog-clears-calgary-police-officer-in-fatal-november-2016-shooting
V2-0740,Officer defends arrest of alcoholic woman; Fatality inquiry looking into jail cell suicide,Calgary Herald,https://www.proquest.com/canadiannews/docview/245566595/255481DE70364F3DPQ/3?accountid=14771&sourcetype=Newspapers
V2-0690,No charges against Prince George  B.C.  Mountie over 2020 death of Indigenous man,CBC,https://www.cbc.ca/news/canada/british-columbia/no-charges-against-prince-george-mountie-indigenous-man-s-death-1.6994743
V1-0616,Death of Cold Lake First Nations man by RCMP shakes First Nation says chief,APTN News,https://www.aptnnews.ca/national-news/death-of-cold-lake-first-nations-man-by-rcmp-shakes-first-nation-says-chief/
V1-0225,SIU investigates fatal shooting in Northern Ontario,The Globe and Mail,https://www.theglobeandmail.com/news/national/siu-investigates-fatal-shooting-in-northern-ontario/article4318515/
V1-0543,Family of Quebec Black man killed by police wants answers,Peterborough Examiner,https://www.proquest.com/canadiannews/docview/2557379063/DFE21E03147740E4PQ/57?accountid=14771&sourcetype=Newspapers
V1-0082,One shot  1 000 doubts,The Globe and Mail,https://www.theglobeandmail.com/news/national/one-shot-1000-doubts/article1003288/
V1-0410,Regional Coroner launches inquest into 2016 death of 45-year-old Nipigon Ont.  man,CBC,https://www.cbc.ca/news/canada/thunder-bay/regional-coroner-inquest-nipigon-man-1.5612965
V1-0421,Coroner's inquest rules Sanirajak police shooting a homicide,CBC,https://www.cbc.ca/news/canada/north/jeremy-nuvviaq-inquest-homicide-1.6372014
V1-0332,Jermaine Carby's family wants answers in traffic stop death,CBC,https://www.cbc.ca/news/canada/toronto/jermaine-carby-s-family-wants-answers-in-traffic-stop-death-1.2784585
V1-0143,Man with axe rushed cops  inquest hears,Stoney Creek News,https://www.thespec.com/news/hamilton-region/man-with-axe-rushed-cops-inquest-hears/article_47da4dc6-b103-5da2-9c40-b8bdb875c393.html
V1-0479,From terror to tragedy: Witness describes events leading up to police shooting,CBC,https://www.cbc.ca/news/canada/manitoba/police-shooting-witness-risbey-1.5035063
V1-0919,Toronto officer has manslaughter charge downgraded in Chadd Facey death after 'Kijiji deal gone bad',Toronto Star,https://www.thestar.com/news/gta/toronto-officer-has-manslaughter-charge-downgraded-in-chadd-facey-death-after-kijiji-deal-gone-bad/article_aa4020ae-7062-11ef-9715-9f3dcfc58de4.html
V1-0550,Friends of man killed by Sask. RCMP in Montreal Lake Cree Nation call for justice,CBC,https://www.cbc.ca/news/canada/saskatchewan/dillon-mcdonald-rcmp-shooting-friends-justice-1.6289116
V1-0269,Markham man killed by police identified,CBC,https://www.cbc.ca/news/canada/toronto/markham-man-killed-by-police-identified-1.1041929
V1-0279,UPDATE: Inquest will review police killing of Phonesay Chanthachack,Stoney Creek News,https://www.thespec.com/news/crime/update-inquest-will-review-police-killing-of-phonesay-chanthachack/article_2ef473d5-0542-5d5c-8d12-21becc641820.html
V1-0376,Mourning girlfriend questions SIU account of killing,Toronto Star,https://www.thestar.com/news/gta/mourning-girlfriend-questions-siu-account-of-killing/article_3175184a-1b5c-567f-be8f-43c5227caaf7.html
V1-0365,Vancouver police officer tells inquest he punched Myles Gray as hard as he could,Prince George Citizen,https://www.princegeorgecitizen.com/bc-news/vancouver-police-officer-tells-inquest-he-punched-myles-gray-as-hard-as-he-could-6874989
V1-0174,More forensic tests ordered on Ontario Taser victim,Ottawa Citizen,https://www.proquest.com/canadiannews/docview/241188751/6E7C8A9327A54475PQ/20?accountid=14771&sourcetype=Newspapers
V1-0331,Regional district taking no action on coroner's inquest recommendation,Prince George Citizen,https://www.princegeorgecitizen.com/local-news/regional-district-taking-no-action-on-coroners-inquest-recommendation-3740745
V1-0506,Coroner's inquest into Whistlerite's police-involved death set for December,Pique Newsmagazine,https://www.piquenewsmagazine.com/local-news/coroners-inquest-whistler-rcmp-jason-koehler-9722856
V2-0950,Man dies in RCMP custody: Police arrested 30-year-old for assault  being drunk,The Province,https://www.proquest.com/canadiannews/docview/269438821/D331290309994DACPQ/17?accountid=14771&sourcetype=Newspapers
V1-0303,Inquest begins into Prince Albert police shooting of man,Global News,https://globalnews.ca/news/1551811/inquest-begins-into-prince-albert-police-shooting-of-man/
V1-0656,Inquest called into death in custody,Winnipeg Free Press,https://www.proquest.com/canadiannews/docview/2547884098/DFE21E03147740E4PQ/49?accountid=14771&sourcetype=Newspapers
V1-0266,Suspect went into medical distress: SIU,Mississauga News,https://www.mississauga.com/news/suspect-went-into-medical-distress-siu/article_2731885b-0abd-51c6-a378-d821c706dac4.html
V1-0081,Front-line police should have Tasers  says jury,Nanaimo Daily News,https://www.proquest.com/canadiannews/docview/361567621/7C33584FEF744E88PQ/15?accountid=14771
V1-0028,Victim's death a 'surprise',Regina Leader-Post,https://www.proquest.com/canadiannews/docview/349720482/62FB8D79DFF6422CPQ/1?accountid=14771&sourcetype=Newspapers
V1-0499,Investigation into January's fatal police-involved shooting in Mississauga still ongoing,INsauga,https://www.insauga.com/investigation-into-januarys-fatal-police-involved-shooting-in-mississauga-still-ongoing/
V1-0449,Inquest jury rules Couvrette death an accident,BayToday,https://www.baytoday.ca/local-news/inquest-jury-rules-couvrette-death-an-accident-6152387
V1-0212,RCMP shooting inquest revelations shock victim's family,CBC,https://www.cbc.ca/news/canada/british-columbia/rcmp-shooting-inquest-revelations-shock-victim-s-family-1.1122665
V1-0162,Man shot by police in Oakville  Ont.  had recently moved from B.C.,Nelson Daily News,https://www.proquest.com/canadiannews/docview/357590010/D3F6C0D060374446PQ/15?accountid=14771&sourcetype=Newspapers
V1-0433,Alberta RCMP acted reasonably in 2017 shooting death: ASIRT,Global News,https://globalnews.ca/news/5678973/whitefish-lake-first-nation-fatal-death-rcmp-asirt/
V2-0818,Inmate death inquest hears about heart stopping in cell,paNOW,https://panow.com/2014/08/12/inmate-death-inquest-hears-about-heart-stopping-in-cell/
V1-0062,Cocaine psychosis blamed for death,Times-Colonist,https://www.proquest.com/canadiannews/docview/347949441/11408CE4FB2444D0PQ/1?accountid=14771
V2-0792,Inquiry into missing and murdered indigenous women heads to Nova Scotia,Lethbridge News Now,https://lethbridgenewsnow.com/2017/10/29/inquiry-into-missing-and-murdered-indigenous-women-heads-to-nova-scotia/
V1-0506,Jury offers recommendations following coroner's inquest into Whistlerite's police-involved death,Pique Newsmagazine,https://www.piquenewsmagazine.com/local-news/jason-koehler-coroners-inquest-verdict-9963694
V1-0263,OPP officer shot by cop firearm,Windsor Star,https://www.proquest.com/canadiannews/docview/873836641/6E8CD0BBCFCB44E6PQ/6?accountid=14771&sourcetype=Newspapers
V1-0583,Man who killed SQ officer in Louiseville began showing problems in 2012,Montreal Gazette,https://www.montrealgazette.com/news/provincial-news/article39707.html
V2-0845,Beverly Elanik  Inuvik woman who died in RCMP custody  died of natural causes  inquest finds,CBC,https://www.cbc.ca/news/canada/north/coroners-inquest-beverly-elanik-1.4346972
V1-0440,Shots fired at Brydon Whitstone by officer even as fellow Mountie was nearby: inquest witness,CBC,https://www.cbc.ca/news/canada/saskatoon/whitstone-rcmp-shooting-inquest-1.4933377
V1-0424,Nunavik stabbing survivors recover in Montreal,Nunatsiaq News,https://nunatsiaq.com/stories/article/65674akulivik_stabbing_survivors_recover_in_montreal/
V1-0513,'Death by RCMP' a common but complex thing in Nunavut  says NDP MP Qaqqaq,APTN News,https://www.aptnnews.ca/national-news/death-by-rcmp-a-common-but-complex-thing-in-nunavut-says-ndp-mp-qaqqaq/
V2-0779,Inquest starts today; Died in APD custody in 2008,Abbotsford Times,https://www.proquest.com/canadiannews/docview/761018697/830F9E0F5CDE4047PQ/7?accountid=14771
V1-0399,'She's gone too soon': Oneida honours Debra Chrisjohn in MMIWG vigil,CBC,https://www.cbc.ca/news/canada/london/oneida-nation-of-the-thames-debra-chrisjohn-1.4851537
V1-0284,Igloolik boy  8  still afraid of RCMP after witnessing police shooting in 2012,CBC,https://www.cbc.ca/news/canada/north/felix-taqqaugaq-day-4-coroner-s-inquest-1.3839015
V1-0291,Man shot dead by Alberta RCMP,CBC,https://www.cbc.ca/news/canada/edmonton/man-shot-dead-by-alberta-rcmp-1.1196927
V1-0583,Coroner issues report into 'avoidable' killings of Quebec police sergeant  assailant,The Globe and Mail,https://www.theglobeandmail.com/canada/article-coroner-issues-report-into-avoidable-killings-of-quebec-police/
V1-0307,MANDEL: Family still grieving as inquest into teen's 2013 police shooting on TTC streetcar begins,Toronto Sun,https://torontosun.com/news/local-news/mandel-family-still-grieving-as-inquest-into-teens-2013-police-shooting-on-ttc-streetcar-begins
V1-0180,Inquest called into death of Craig McDougall,Winnipeg Sun,https://winnipegsun.com/2013/08/08/inquest-called-into-death-of-craig-mcdougall
V1-0517,Identities of officers involved in death of Mississauga father Ejaz Choudry to be made public  court rules,CTV,https://www.ctvnews.ca/toronto/article/identities-of-officers-involved-in-death-of-mississauga-father-ejaz-choudry-to-be-made-public-court-rules/
V1-0142,Shooting shocks family; Special Investigations Unit probes police killing of Windsor man,Windsor Star,https://www.proquest.com/canadiannews/docview/254732739/C6D15E326E934070PQ/1?accountid=14771&sourcetype=Newspapers
V1-0206,Interviews still needed in SIU probe,Brockville Recorder and Times,https://www.proquest.com/canadiannews/docview/2202482518/D3FF60126CD84858PQ/22?accountid=14771&sourcetype=Newspapers
V1-0112,Man shot in back of head  RCMP shooting inquest told,CBC,https://www.cbc.ca/news/canada/british-columbia/man-shot-in-back-of-head-rcmp-shooting-inquest-told-1.651690
V1-0658,Toronto Pearson: Police reveal what led to fatal shooting of 30-year-old at the airport,National Post,https://nationalpost.com/news/canada/toronto-pearson-airport-shooting
V1-0479, Winnipeg police shooting victim identified,Winnipeg Free Press,https://www.winnipegfreepress.com/breakingnews/2019/02/25/police-shooting-victim-identified
